pixel_id,timestamp,test,gatewayId,bridgeId,zone_name,packet_counter,signal_strength,temperature,nfpkt,interal_oscillation,unload_timestamp
T2214,1683905483639,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,154,67,24.5,3,2294.0967,1683905681000
T2214,1683905500054,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,160,66,24.5,4,2295.0967,1683905681000
T2214,1683905515479,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,164,66,24.5,1,2292.0967,1683905681000
T2214,1683905537786,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,171,67,24.5,3,2292.0967,1683905681000
T2214,1683905590207,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,189,66,24.5,1,2293.0967,1683905681000
T2214,1683905611576,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,196,65,24.5,4,2295.0967,1683905681000
T2214,1683905626748,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,201,77,24.5,3,2297.0967,1683905681000
T2214,1683905642830,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,207,76,24.5,4,2296.0967,1683905681000
T2214,1683906008552,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,35,82,23.5,0,2123.388,1683905681000
T2214,1683906211748,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,53,82,23.5,0,2120.2378,1683905681000
T2214,1683906239868,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,55,76,23.5,0,2118.2378,1683905681000
T2214,1683904809288,test_1,GW0CDC7EDB200C,61DDE8F31239,FastSorter,161,83,24.5,0,2440.8474,1683905681000
T2214,1683905685555,test_1,GW0CDC7EDB200C,61DDE8F31239,FastSorter,235,72,24.5,0,2259.9465,1683905681000
T2214,1683905666475,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,218,77,24.5,0,2308.2468,1683905681000
T2214,1683905765872,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,17,76,24.5,10,2120.388,1683905681000
T2214,1683905793388,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,19,76,24.5,0,2121.388,1683905681000
T2214,1683905816921,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,21,75,24.5,1,2122.388,1683905681000
T2214,1683905855045,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,24,75,24.5,0,2120.2378,1683905681000
T2214,1683905869694,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,25,74,24.5,0,2121.2378,1683905681000
T2214,1683905893593,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,27,75,24.5,0,2120.2378,1683905681000
T2214,1683905917614,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,29,74,24.5,1,2121.2378,1683905681000
T2214,1683905975651,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,33,73,23.5,1,2121.2378,1683905681000
T2214,1683906035992,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,37,73,23.5,2,2122.388,1683905681000
T2214,1683906164283,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,49,73,23.5,1,2121.388,1683905681000
T2214,1683906189530,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,51,71,23.5,1,2126.388,1683905681000
T2214,1683905869694,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,25,81,24.5,0,2121.2378,1683905681000
T2214,1683905975651,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,33,80,23.5,0,2121.2378,1683905681000
T2214,1683905675043,test_1,GW0CDC7EDB200C,F2862879ADE1,GMReceiving,226,76,24.5,0,2290.0967,1683905681000
T2215,1683904864310,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,228,83,24,0,2363.993,1683905681000
T2215,1683905078149,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,47,79,25,2,2366.993,1683905681000
T2215,1683905523142,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,244,83,24.5,1,2348.993,1683905681000
T2215,1683906171722,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,172,87,23.5,0,2094.6416,1683905681000
T2215,1683905864402,test_1,GW0CDC7EDB200C,3D9B5E166F18,FastSorter,121,77,24.5,0,2107.6416,1683905681000
T2215,1683905999277,test_1,GW0CDC7EDB200C,3D9B5E166F18,FastSorter,142,75,23.5,0,2098.6416,1683905681000
T2215,1683904621765,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,43,67,24.5,8,2374.143,1683905681000
T2215,1683904683642,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,90,66,24.5,8,2374.143,1683905681000
T2215,1683904758182,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,148,70,24.5,7,2357.993,1683905681000
T2215,1683904794561,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,176,65,24.5,9,2378.143,1683905681000
T2215,1683904827543,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,201,82,24,5,2367.143,1683905681000
T2215,1683904864310,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,228,64,24,1,2363.993,1683905681000
T2215,1683904912750,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,248,63,24,6,2365.143,1683905681000
T2215,1683904928060,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,255,63,24,5,2372.143,1683905681000
T2215,1683904944135,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,4,65,24.5,1,2371.993,1683905681000
T2215,1683905093118,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,53,64,25,4,2350.993,1683905681000
T2215,1683905159193,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,74,64,24.5,3,2354.993,1683905681000
T2215,1683905219959,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,99,97,24.5,3,2358.993,1683905681000
T2215,1683905235263,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,106,64,24.5,5,2367.993,1683905681000
T2215,1683905250511,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,114,64,24.5,5,2356.993,1683905681000
T2215,1683905266589,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,122,64,24.5,4,2355.993,1683905681000
T2215,1683905297648,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,137,66,24.5,5,2355.993,1683905681000
T2215,1683905316617,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,147,63,24.5,7,2359.993,1683905681000
T2215,1683905335525,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,155,68,24.5,6,2354.993,1683905681000
T2215,1683905411328,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,192,65,24.5,5,2356.993,1683905681000
T2215,1683905429655,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,199,63,24.5,4,2349.993,1683905681000
T2215,1683905445161,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,207,64,24.5,6,2348.993,1683905681000
T2215,1683905475701,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,222,64,24.5,4,2346.993,1683905681000
T2215,1683905490791,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,228,65,24.5,3,2347.993,1683905681000
T2215,1683905523142,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,244,63,24.5,5,2348.993,1683905681000
T2215,1683905541534,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,253,65,24.5,5,2361.993,1683905681000
T2215,1683905556494,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,3,63,24.5,4,2360.993,1683905681000
T2215,1683905574116,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,12,63,24.5,6,2358.993,1683905681000
T2215,1683905591187,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,20,64,24.5,5,2360.993,1683905681000
T2215,1683905623710,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,36,63,24.5,3,2364.993,1683905681000
T2215,1683905654765,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,50,63,24.5,5,2354.993,1683905681000
T2215,1683906239652,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,183,78,23.5,0,2092.6416,1683905681000
T2215,1683906256382,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,186,77,23.5,0,2089.6416,1683905681000
T2215,1683905144025,test_1,GW0CDC7EDB200C,61DDE8F31239,FastSorter,69,80,24.5,0,2361.993,1683905681000
T2215,1683905378192,test_1,GW0CDC7EDB200C,61DDE8F31239,FastSorter,175,78,24.5,0,2355.993,1683905681000
T2215,1683905600318,test_1,GW0CDC7EDB200C,61DDE8F31239,FastSorter,25,82,24.5,0,2357.993,1683905681000
T2215,1683904834965,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,209,82,24,0,2370.143,1683905681000
T2215,1683905771904,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,105,74,24.5,1,2127.7917,1683905681000
T2215,1683905805735,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,111,73,24.5,1,2119.7917,1683905681000
T2215,1683905847236,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,118,74,24.5,1,2110.6416,1683905681000
T2215,1683905864402,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,121,81,24.5,2,2107.6416,1683905681000
T2215,1683905894613,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,126,80,24.5,1,2110.6416,1683905681000
T2215,1683905916295,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,129,73,23.5,2,2107.6416,1683905681000
T2215,1683905937719,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,132,73,23.5,1,2099.6416,1683905681000
T2215,1683905962647,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,136,74,23.5,2,2097.6416,1683905681000
T2215,1683906160909,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,170,72,23.5,2,2093.6416,1683905681000
T2215,1683906189554,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,175,73,23.5,1,2095.6416,1683905681000
T2215,1683906256382,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,186,74,23.5,0,2089.6416,1683905681000
T2215,1683905600318,test_1,GW0CDC7EDB200C,6EE5945E8B73,FastSorter,25,79,24.5,0,2357.993,1683905681000
T2215,1683905697254,test_1,GW0CDC7EDB200C,93D44D27CAB1,FastSorter,79,58,24.5,0,2371.993,1683905681000
T2215,1683905301249,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,139,83,24.5,0,2356.993,1683905681000
T2215,1683905609149,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,30,81,24.5,0,2359.993,1683905681000
T2215,1683905864402,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,121,81,24.5,0,2107.6416,1683905681000
T2215,1683905962647,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,136,79,23.5,0,2097.6416,1683905681000
T2215,1683906227322,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,181,81,23.5,0,2092.6416,1683905681000
T2215,1683905687202,test_1,GW0CDC7EDB200C,F2862879ADE1,GMReceiving,67,70,24.5,0,2333.993,1683905681000
T2216,1683905621143,test_1,GW0CDC7EDB0708,2B9CA06C53B2,FastSorter,57,83,24,0,2699.7527,1683905681000
T2216,1683905767603,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,142,76,24,3,2687.1985,1683905681000
T2216,1683905783321,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,146,75,24,2,2687.1985,1683905681000
T2216,1683905799552,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,150,74,24,2,2693.1985,1683905681000
T2216,1683905819225,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,155,75,24,2,2692.1985,1683905681000
T2216,1683905915015,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,177,79,23.5,5,2682.1985,1683905681000
T2216,1683905932844,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,181,75,23.5,1,2681.1985,1683905681000
T2216,1683905989265,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,194,75,23,1,2680.1985,1683905681000
T2216,1683906166961,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,234,75,23,4,2686.1985,1683905681000
T2216,1683906223095,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,248,76,23,4,2687.1985,1683905681000
T2216,1683905642622,test_1,GW0CDC7EDB200C,3D9B5E166F18,FastSorter,70,80,24.5,0,2707.7527,1683905681000
T2216,1683905974026,test_1,GW0CDC7EDB200C,3D9B5E166F18,FastSorter,191,78,23.5,0,2682.1985,1683905681000
T2216,1683904814588,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,27,72,24,5,2797.203,1683905681000
T2216,1683904874507,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,58,67,24,3,2794.203,1683905681000
T2216,1683904916277,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,85,67,24,2,2782.203,1683905681000
T2216,1683904935737,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,98,71,24.5,7,2791.203,1683905681000
T2216,1683905051978,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,150,71,24,5,2685.6025,1683905681000
T2216,1683905106011,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,190,76,24.5,5,2674.6025,1683905681000
T2216,1683905206723,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,10,78,24,5,2699.7527,1683905681000
T2216,1683905221374,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,21,71,24,3,2699.7527,1683905681000
T2216,1683905254247,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,46,71,24,6,2701.7527,1683905681000
T2216,1683905285167,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,71,73,24,3,2687.7527,1683905681000
T2216,1683905316402,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,97,70,24,2,2689.6025,1683905681000
T2216,1683905345396,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,116,70,24,3,2703.7527,1683905681000
T2216,1683905361724,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,129,71,24.5,7,2703.7527,1683905681000
T2216,1683905377496,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,140,78,24.5,4,2680.6025,1683905681000
T2216,1683905393831,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,153,73,24.5,5,2681.6025,1683905681000
T2216,1683905413926,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,169,71,24,7,2681.6025,1683905681000
T2216,1683905443856,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,192,71,24,7,2684.6025,1683905681000
T2216,1683905490132,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,224,72,24.5,6,2722.9028,1683905681000
T2216,1683905538167,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,1,70,24,6,2709.7527,1683905681000
T2216,1683905568586,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,23,71,24,4,2705.7527,1683905681000
T2216,1683905584775,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,34,66,24,6,2723.9028,1683905681000
T2216,1683905600194,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,43,70,24,4,2700.7527,1683905681000
T2216,1683905617613,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,55,71,24,7,2700.7527,1683905681000
T2216,1683905660171,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,82,66,24.5,6,2714.7527,1683905681000
T2216,1683905674828,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,88,70,24.5,3,2713.9028,1683905681000
T2216,1683906223095,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,248,81,23,2,2687.1985,1683905681000
T2216,1683906255033,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,0,75,23,1,2682.1985,1683905681000
T2216,1683905752109,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,138,72,24,0,2685.1985,1683905681000
T2216,1683905783321,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,146,72,24,3,2687.1985,1683905681000
T2216,1683905819225,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,155,72,24,2,2692.1985,1683905681000
T2216,1683905850322,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,162,74,23.5,2,2692.1985,1683905681000
T2216,1683905888272,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,170,72,23.5,2,2682.1985,1683905681000
T2216,1683905932844,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,181,73,23.5,2,2681.1985,1683905681000
T2216,1683905948173,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,185,73,23.5,3,2681.1985,1683905681000
T2216,1683905968855,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,190,72,23.5,2,2682.1985,1683905681000
T2216,1683906035561,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,204,73,23,2,2681.1985,1683905681000
T2216,1683906192095,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,240,72,23,1,2686.1985,1683905681000
T2216,1683906240215,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,252,75,23,3,2681.1985,1683905681000
T2216,1683906255033,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,0,73,23,1,2682.1985,1683905681000
T2216,1683906272770,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,3,72,23,2,2687.1985,1683905681000
T2216,1683906289508,test_1,GW0CDC7EDB200C,671E77344434,FastSorter,7,80,23,2,2688.1985,1683905681000
T2216,1683905683210,test_1,GW0CDC7EDB200C,6EE5945E8B73,FastSorter,95,69,24.5,0,2709.7527,1683905681000
T2216,1683905696705,test_1,GW0CDC7EDB200C,93D44D27CAB1,FastSorter,106,63,24.5,0,2729.9028,1683905681000
T2216,1683904732845,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,248,82,24,0,2798.203,1683905681000
T2216,1683905728925,test_1,GW0CDC7EDB200C,D088ED75B4E3,GMReceiving,131,80,24,2,2682.1985,1683905681000
T2217,1683905645397,test_1,GW0CDC7EDB200C,2B9CA06C53B2,FastSorter,88,72,25,0,2462.5935,1683905655000
T2217,1683905666157,test_1,GW0CDC7EDB200C,3D9B5E166F18,FastSorter,108,72,25,0,2459.4434,1683905655000
T2217,1683906199156,test_1,GW0CDC7EDB200C,3D9B5E166F18,FastSorter,171,81,24,0,2459.5935,1683905655000
T2217,1683904620683,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,108,81,24.5,2,2428.4434,1683905655000
T2217,1683904794132,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,1,82,24.5,2,2432.4434,1683905655000
T2217,1683904808610,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,13,80,24.5,3,2430.4434,1683905655000
T2217,1683904823370,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,25,72,24.5,1,2428.2932,1683905655000
T2217,1683904926603,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,70,74,25,2,2425.4434,1683905655000
T2217,1683905001860,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,99,74,24.5,2,2421.4434,1683905655000
T2217,1683905021277,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,105,70,24.5,2,2420.4434,1683905655000
T2217,1683905039652,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,112,69,24.5,4,2423.4434,1683905655000
T2217,1683905146574,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,154,69,24.5,4,2421.2932,1683905655000
T2217,1683905162868,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,161,69,25,6,2420.4434,1683905655000
T2217,1683905177325,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,166,70,25,2,2420.4434,1683905655000
T2217,1683905212700,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,178,72,25,4,2423.2932,1683905655000
T2217,1683905264212,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,198,70,25,3,2419.4434,1683905655000
T2217,1683905295922,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,212,72,25,4,2418.4434,1683905655000
T2217,1683905369469,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,238,71,24.5,3,2422.2932,1683905655000
T2217,1683905384982,test_1,GW0CDC7EDB200C,575345CE2154,GMReceiving,244,70,24.5,4,2423.2932,1683905655000
